,title,GoldenGlobes,Nominations_GoldenGlobes,Oscars,Nominations_Oscars
3327,ta ra rum pum,0.0,0.0,0.0,0.0
3328,persepolis,0.0,1.0,0.0,1.0
3329,the hole,0.0,0.0,0.0,0.0
3330,the wave,0.0,0.0,0.0,0.0
3331,the neon demon,0.0,0.0,0.0,0.0
3332,harry brown,0.0,0.0,0.0,0.0
3333,the omega code,0.0,0.0,0.0,0.0
3334,juno,0.0,3.0,1.0,4.0
3335,pound of flesh,0.0,0.0,0.0,0.0
3336,diamonds are forever,0.0,0.0,0.0,1.0
3337,the godfather,5.0,7.0,3.0,10.0
3338,flashdance,2.0,5.0,1.0,4.0
3339,500 days of summer,0.0,2.0,0.0,0.0
3340,the piano,1.0,6.0,3.0,8.0
3341,magic mike,0.0,0.0,0.0,0.0
3342,darkness falls,0.0,0.0,0.0,0.0
3343,live and let die,0.0,0.0,0.0,1.0
3344,my dog skip,0.0,0.0,0.0,0.0
3345,definitely maybe,0.0,0.0,0.0,0.0
3346,jumping the broom,0.0,0.0,0.0,0.0
3347,good night and good luck,0.0,4.0,0.0,6.0
3348,capote,1.0,1.0,1.0,5.0
3349,desperado,0.0,0.0,0.0,0.0
3350,logans run,0.0,0.0,0.0,2.0
3351,the man with the golden gun,0.0,0.0,0.0,0.0
3352,action jackson,0.0,0.0,0.0,0.0
3353,the descent,0.0,0.0,0.0,0.0
3354,michael jordan to the max,0.0,0.0,0.0,0.0
3355,devils due,0.0,0.0,0.0,0.0
3356,flirting with disaster,0.0,0.0,0.0,0.0
3357,the devils rejects,0.0,0.0,0.0,0.0
3358,dope,0.0,0.0,0.0,0.0
3359,in too deep,0.0,0.0,0.0,0.0
3360,house of 1000 corpses,0.0,0.0,0.0,0.0
3361,alien zone,0.0,0.0,0.0,0.0
3362,a serious man,0.0,1.0,0.0,2.0
3363,get low,0.0,0.0,0.0,0.0
3364,warlock,0.0,0.0,0.0,0.0
3365,beyond the lights,0.0,0.0,0.0,1.0
3366,a single man,0.0,3.0,0.0,1.0
3367,the last temptation of christ,0.0,2.0,0.0,1.0
3368,outside providence,0.0,0.0,0.0,0.0
3369,bride  prejudice,0.0,0.0,0.0,0.0
3370,rabbitproof fence,0.0,1.0,0.0,0.0
3371,whos your caddy,0.0,0.0,0.0,0.0
3372,split second,0.0,0.0,0.0,0.0
3373,the other side of heaven,0.0,0.0,0.0,0.0
3374,veerzaara,0.0,0.0,0.0,0.0
3375,redbelt,0.0,0.0,0.0,0.0
3376,cyrus,0.0,0.0,0.0,0.0
3377,a dog of flanders,0.0,0.0,0.0,0.0
3378,auto focus,0.0,0.0,0.0,0.0
3379,factory girl,0.0,0.0,0.0,0.0
3380,we need to talk about kevin,0.0,1.0,0.0,0.0
3381,the christmas candle,0.0,0.0,0.0,0.0
3382,the mighty macs,0.0,0.0,0.0,0.0
3383,losin it,0.0,0.0,0.0,0.0
3384,mother and child,0.0,0.0,0.0,0.0
3385,march or die,0.0,0.0,0.0,0.0
3386,the visitors,0.0,0.0,0.0,0.0
3387,somewhere,0.0,0.0,0.0,0.0
3388,i hope they serve beer in hell,0.0,0.0,0.0,0.0
3389,chairman of the board,0.0,0.0,0.0,0.0
3390,hesher,0.0,0.0,0.0,0.0
3391,dom hemingway,0.0,0.0,0.0,0.0
3392,gerry,0.0,0.0,0.0,0.0
3393,the heart of me,0.0,0.0,0.0,0.0
3394,freeheld,0.0,0.0,0.0,0.0
3395,the extra man,0.0,0.0,0.0,0.0
3396,hard to be a god,0.0,0.0,0.0,0.0
3397,cah,0.0,0.0,0.0,0.0
3398,wahwah,0.0,0.0,0.0,0.0
3399,the boondock saints,0.0,0.0,0.0,0.0
3400,z storm,0.0,0.0,0.0,0.0
3401,twixt,0.0,0.0,0.0,0.0
3402,the snow queen,0.0,0.0,0.0,0.0
3403,alpha and omega the legend of the saw tooth cave,0.0,0.0,0.0,0.0
3404,pale rider,0.0,0.0,0.0,0.0
3405,stargate the ark of truth,0.0,0.0,0.0,0.0
3406,dazed and confused,0.0,0.0,0.0,0.0
3407,high school musical 2,0.0,0.0,0.0,0.0
3408,two lovers and a bear,0.0,0.0,0.0,0.0
3409,criminal activities,0.0,0.0,0.0,0.0
3410,aimee  jaguar,0.0,0.0,0.0,0.0
3411,the chumscrubber,0.0,0.0,0.0,0.0
3412,shade,0.0,0.0,0.0,0.0
3413,house at the end of the street,0.0,0.0,0.0,0.0
3414,incendies,0.0,0.0,0.0,1.0
3415,remember me my love,0.0,0.0,0.0,0.0
3416,perrier’s bounty,0.0,0.0,0.0,0.0
3417,elite squad,0.0,0.0,0.0,0.0
3418,annabelle,0.0,0.0,0.0,0.0
3419,bran nue dae,0.0,0.0,0.0,0.0
3420,boyz n the hood,0.0,0.0,0.0,2.0
3421,la bamba,0.0,1.0,0.0,0.0
3422,the four seasons,0.0,4.0,0.0,0.0
3423,dressed to kill,0.0,1.0,0.0,0.0
3424,the adventures of huck finn,0.0,0.0,0.0,0.0
3425,go,0.0,0.0,0.0,0.0
3426,friends with money,0.0,0.0,0.0,0.0
3427,the andromeda strain,0.0,1.0,0.0,2.0
3428,bats,0.0,0.0,0.0,0.0
3429,nowhere in africa,0.0,0.0,0.0,0.0
3430,shame,0.0,1.0,0.0,0.0
3431,layer cake,0.0,0.0,0.0,0.0
3432,the work and the glory ii american zion,0.0,0.0,0.0,0.0
3433,the east,0.0,0.0,0.0,0.0
3434,a home at the end of the world,0.0,0.0,0.0,0.0
3435,aberdeen,0.0,0.0,0.0,0.0
3436,the messenger,0.0,1.0,0.0,2.0
3437,tracker,0.0,0.0,0.0,0.0
3438,control,0.0,0.0,0.0,0.0
3439,the terminator,0.0,0.0,0.0,0.0
3440,good bye lenin,0.0,1.0,0.0,0.0
3441,the damned united,0.0,0.0,0.0,0.0
3442,the return of the living dead,0.0,0.0,0.0,0.0
3443,mallrats,0.0,0.0,0.0,0.0
3444,grease,0.0,5.0,0.0,1.0
3445,platoon,3.0,4.0,4.0,8.0
3446,fahrenheit 911,0.0,0.0,0.0,0.0
3447,butch cassidy and the sundance kid,1.0,4.0,4.0,7.0
3448,mary poppins,1.0,4.0,5.0,13.0
3449,ordinary people,5.0,8.0,4.0,6.0
3450,west side story,3.0,7.0,10.0,11.0
3451,caddyshack,0.0,0.0,0.0,0.0
3452,the brothers,0.0,0.0,0.0,0.0
3453,the wood,0.0,0.0,0.0,0.0
3454,the usual suspects,0.0,1.0,2.0,2.0
3455,a nightmare on elm street 5 the dream child,0.0,0.0,0.0,0.0
3456,national lampoon’s van wilder,0.0,0.0,0.0,0.0
3457,the wrestler,2.0,3.0,0.0,2.0
3458,duel in the sun,0.0,0.0,0.0,2.0
3459,best in show,0.0,1.0,0.0,0.0
3460,escape from new york,0.0,0.0,0.0,0.0
3461,school daze,0.0,0.0,0.0,0.0
3462,daddy day camp,0.0,0.0,0.0,0.0
3463,mr nice guy,0.0,0.0,0.0,0.0
3464,a mighty wind,0.0,0.0,0.0,1.0
3465,mystic pizza,0.0,0.0,0.0,0.0
3466,sliding doors,0.0,0.0,0.0,0.0
3467,tales from the hood,0.0,0.0,0.0,0.0
3468,the last king of scotland,1.0,1.0,1.0,1.0
3469,halloween 5 the revenge of michael myers,0.0,0.0,0.0,0.0
3470,bernie,0.0,1.0,0.0,0.0
3471,dolphins and whales tribes of the ocean,0.0,0.0,0.0,0.0
3472,pollock,0.0,0.0,1.0,2.0
3473,200 cigarettes,0.0,0.0,0.0,0.0
3474,the words,0.0,0.0,0.0,0.0
3475,casa de mi padre,0.0,0.0,0.0,0.0
3476,city island,0.0,0.0,0.0,0.0
3477,the guard,0.0,1.0,0.0,0.0
3478,college,0.0,0.0,0.0,0.0
3479,the virgin suicides,0.0,0.0,0.0,0.0
3480,little voice,1.0,3.0,0.0,1.0
3481,miss march,0.0,0.0,0.0,0.0
3482,wish i was here,0.0,0.0,0.0,0.0
3483,simply irresistible,0.0,0.0,0.0,0.0
3484,hedwig and the angry inch,0.0,1.0,0.0,0.0
3485,only the strong,0.0,0.0,0.0,0.0
3486,goddess of love,0.0,0.0,0.0,0.0
3487,shattered glass,0.0,1.0,0.0,0.0
3488,novocaine,0.0,0.0,0.0,0.0
3489,the business of strangers,0.0,0.0,0.0,0.0
3490,the wild bunch,0.0,0.0,0.0,2.0
3491,the wackness,0.0,0.0,0.0,0.0
3492,the first great train robbery,0.0,0.0,0.0,0.0
3493,morvern callar,0.0,0.0,0.0,0.0
3494,beastmaster 2 through the portal of time,0.0,0.0,0.0,0.0
3495,the 5th quarter,0.0,0.0,0.0,0.0
3496,the flower of evil,0.0,0.0,0.0,0.0
3497,the greatest,0.0,0.0,0.0,0.0
3498,snow flower and the secret fan,0.0,0.0,0.0,0.0
3499,come early morning,0.0,0.0,0.0,0.0
3500,lucky break,0.0,0.0,0.0,0.0
3501,julia,0.0,0.0,3.0,11.0
3502,surfer dude,0.0,0.0,0.0,0.0
3503,lake of fire,0.0,0.0,0.0,0.0
3504,1114,0.0,0.0,0.0,0.0
3505,men of war,0.0,0.0,0.0,0.0
3506,don mckay,0.0,0.0,0.0,0.0
3507,deadfall,0.0,0.0,0.0,0.0
3508,a shine of rainbows,0.0,0.0,0.0,0.0
3509,the hit list,0.0,0.0,0.0,0.0
3510,emma,0.0,0.0,0.0,0.0
3511,videodrome,0.0,0.0,0.0,0.0
3512,the spanish apartment,0.0,0.0,0.0,0.0
3513,song one,0.0,0.0,0.0,0.0
3514,winter in wartime,0.0,0.0,0.0,0.0
3515,freaky deaky,0.0,0.0,0.0,0.0
3516,the train,0.0,0.0,0.0,0.0
3517,trade of innocents,0.0,0.0,0.0,0.0
3518,the protector,0.0,0.0,0.0,0.0
3519,stiff upper lips,0.0,0.0,0.0,0.0
3520,bend it like beckham,0.0,0.0,0.0,0.0
3521,sunshine state,0.0,0.0,0.0,0.0
3522,crossover,0.0,0.0,0.0,0.0
3523,khiladi 786,0.0,0.0,0.0,0.0
3524,rec²,0.0,0.0,0.0,0.0
3525,standing ovation,0.0,0.0,0.0,0.0
3526,the sting,0.0,1.0,7.0,10.0
3527,chariots of fire,1.0,1.0,4.0,7.0
3528,diary of a mad black woman,0.0,0.0,0.0,0.0
3529,shine,1.0,5.0,1.0,7.0
3530,don jon,0.0,0.0,0.0,0.0
3531,high plains drifter,0.0,0.0,0.0,0.0
3532,ghost world,0.0,2.0,0.0,1.0
3533,iris,1.0,3.0,1.0,3.0
3534,galaxina,0.0,0.0,0.0,0.0
3535,the chorus,0.0,1.0,0.0,0.0
3536,mambo italiano,0.0,0.0,0.0,0.0
3537,wonderland,0.0,0.0,0.0,0.0
3538,do the right thing,0.0,4.0,0.0,2.0
3539,harvard man,0.0,0.0,0.0,0.0
3540,le havre,0.0,0.0,0.0,0.0
3541,irreversible,0.0,0.0,0.0,0.0
3542,r100,0.0,0.0,0.0,0.0
3543,rang de basanti,0.0,0.0,0.0,0.0
3544,animals,0.0,0.0,0.0,0.0
3545,salvation boulevard,0.0,0.0,0.0,0.0
3546,the ten,0.0,0.0,0.0,0.0
3547,a room for romeo brass,0.0,0.0,0.0,0.0
3548,headhunters,0.0,0.0,0.0,0.0
3549,grabbers,0.0,0.0,0.0,0.0
3550,saint ralph,0.0,0.0,0.0,0.0
3551,miss julie,0.0,0.0,0.0,0.0
3552,somewhere in time,0.0,1.0,0.0,1.0
3553,dum maaro dum,0.0,0.0,0.0,0.0
3554,insidious chapter 2,0.0,0.0,0.0,0.0
3555,saw ii,0.0,0.0,0.0,0.0
3556,10 cloverfield lane,0.0,0.0,0.0,0.0
3557,jackass the movie,0.0,0.0,0.0,0.0
3558,lights out,0.0,0.0,0.0,0.0
3559,paranormal activity 3,0.0,0.0,0.0,0.0
3560,ouija,0.0,0.0,0.0,0.0
3561,a nightmare on elm street 3 dream warriors,0.0,0.0,0.0,0.0
3562,instructions not included,0.0,0.0,0.0,0.0
3563,paranormal activity 4,0.0,0.0,0.0,0.0
3564,the robe,1.0,1.0,2.0,5.0
3565,the return of the pink panther,0.0,3.0,0.0,0.0
3566,freddys dead the final nightmare,0.0,0.0,0.0,0.0
3567,monster,1.0,1.0,1.0,1.0
3568,20000 leagues under the sea,0.0,0.0,2.0,3.0
3569,paranormal activity the marked ones,0.0,0.0,0.0,0.0
3570,the elephant man,0.0,4.0,0.0,8.0
3571,dallas buyers club,2.0,2.0,3.0,6.0
3572,the lazarus effect,0.0,0.0,0.0,0.0
3573,memento,0.0,0.0,0.0,0.0
3574,oculus,0.0,0.0,0.0,0.0
3575,clerks ii,0.0,0.0,0.0,0.0
3576,billy elliot,0.0,2.0,0.0,3.0
3577,the way way back,0.0,0.0,0.0,0.0
3578,house party 2,0.0,0.0,0.0,0.0
3579,the man from snowy river,0.0,1.0,0.0,0.0
3580,dougs 1st movie,0.0,0.0,0.0,0.0
3581,the apostle,0.0,0.0,0.0,1.0
3582,mommie dearest,0.0,0.0,0.0,0.0
3583,our idiot brother,0.0,0.0,0.0,0.0
3584,race,0.0,0.0,0.0,0.0
3585,the players club,0.0,0.0,0.0,0.0
3586,as above so below,0.0,0.0,0.0,0.0
3587,addicted,0.0,0.0,0.0,0.0
3588,eves bayou,0.0,0.0,0.0,0.0
3589,still alice,1.0,1.0,1.0,1.0
3590,the egyptian,0.0,0.0,0.0,1.0
3591,nighthawks,0.0,0.0,0.0,0.0
3592,friday the 13th part viii jason takes manhattan,0.0,0.0,0.0,0.0
3593,my big fat greek wedding,0.0,2.0,0.0,1.0
3594,spring breakers,0.0,0.0,0.0,0.0
3595,halloween the curse of michael myers,0.0,0.0,0.0,0.0
3596,y tu mamá también,0.0,1.0,0.0,0.0
3597,shaun of the dead,0.0,0.0,0.0,0.0
3598,the haunting of molly hartley,0.0,0.0,0.0,0.0
3599,lone star,0.0,1.0,0.0,1.0
3600,halloween 4 the return of michael myers,0.0,0.0,0.0,0.0
3601,april fools day,0.0,0.0,0.0,0.0
3602,diner,0.0,1.0,0.0,1.0
3603,lone wolf mcquade,0.0,0.0,0.0,0.0
3604,apollo 18,0.0,0.0,0.0,0.0
3605,sunshine cleaning,0.0,0.0,0.0,0.0
3606,no escape,0.0,0.0,0.0,0.0
3607,the beastmaster,0.0,0.0,0.0,0.0
3608,solomon and sheba,0.0,0.0,0.0,0.0
3609,fifty shades of black,0.0,0.0,0.0,0.0
3610,not easily broken,0.0,0.0,0.0,0.0
3611,a farewell to arms,0.0,0.0,0.0,0.0
3612,the perfect match,0.0,0.0,0.0,0.0
3613,digimon the movie,0.0,0.0,0.0,0.0
3614,saved,0.0,0.0,0.0,0.0
3615,the barbarian invasions,0.0,1.0,1.0,2.0
3616,robin and marian,0.0,0.0,0.0,0.0
3617,the forsaken,0.0,0.0,0.0,0.0
3618,force 10 from navarone,0.0,0.0,0.0,0.0
3619,uhf,0.0,0.0,0.0,0.0
3620,grandmas boy,0.0,0.0,0.0,0.0
3621,slums of beverly hills,0.0,0.0,0.0,0.0
3622,once upon a time in the west,0.0,0.0,0.0,0.0
3623,made,0.0,0.0,0.0,0.0
3624,moon,0.0,0.0,0.0,0.0
3625,keeping up with the steins,0.0,0.0,0.0,0.0
3626,sea rex 3d journey to a prehistoric world,0.0,0.0,0.0,0.0
3627,the sweet hereafter,0.0,0.0,0.0,2.0
3628,of gods and men,0.0,0.0,0.0,0.0
3629,bottle shock,0.0,0.0,0.0,0.0
3630,jekyll and hyde  together again,0.0,0.0,0.0,0.0
3631,heavenly creatures,0.0,0.0,0.0,1.0
3632,90 minutes in heaven,0.0,0.0,0.0,0.0
3633,everything must go,0.0,0.0,0.0,0.0
3634,zero effect,0.0,0.0,0.0,0.0
3635,the machinist,0.0,0.0,0.0,0.0
3636,light sleeper,0.0,0.0,0.0,0.0
3637,kill the messenger,0.0,0.0,0.0,0.0
3638,rabbit hole,0.0,1.0,0.0,1.0
3639,party monster,0.0,0.0,0.0,0.0
3640,green room,0.0,0.0,0.0,0.0
3641,the oh in ohio,0.0,0.0,0.0,0.0
3642,atlas shrugged part iii who is john galt,0.0,0.0,0.0,0.0
3643,bottle rocket,0.0,0.0,0.0,0.0
3644,albino alligator,0.0,0.0,0.0,0.0
3645,gandhi my father,0.0,0.0,0.0,0.0
3646,standard operating procedure,0.0,0.0,0.0,0.0
3647,out of the blue,0.0,0.0,0.0,0.0
3648,tucker and dale vs evil,0.0,0.0,0.0,0.0
3649,lovely still,0.0,0.0,0.0,0.0
3650,tycoon,0.0,0.0,0.0,0.0
3651,desert blue,0.0,0.0,0.0,0.0
3652,decoys,0.0,0.0,0.0,0.0
3653,the visit,0.0,0.0,0.0,0.0
3654,redacted,0.0,0.0,0.0,0.0
3655,fascination,0.0,0.0,0.0,0.0
3656,area 51,0.0,0.0,0.0,0.0
3657,sleep tight,0.0,0.0,0.0,0.0
3658,the cottage,0.0,0.0,0.0,0.0
3659,dead like me life after death,0.0,0.0,0.0,0.0
3660,farce of the penguins,0.0,0.0,0.0,0.0
3661,flying by,0.0,0.0,0.0,0.0
3662,rudderless,0.0,0.0,0.0,0.0
3663,henry  me,0.0,0.0,0.0,0.0
3664,christmas eve,0.0,0.0,0.0,0.0
3665,we have your husband,0.0,0.0,0.0,0.0
3666,dying of the light,0.0,0.0,0.0,0.0
3667,born of war,0.0,0.0,0.0,0.0
3668,capricorn one,0.0,0.0,0.0,0.0
3669,shouldve been romeo,0.0,0.0,0.0,0.0
3670,running forever,0.0,0.0,0.0,0.0
3671,yoga hosers,0.0,0.0,0.0,0.0
3672,navy seals vs zombies,0.0,0.0,0.0,0.0
3673,i served the king of england,0.0,0.0,0.0,0.0
3674,soul kitchen,0.0,0.0,0.0,0.0
3675,sling blade,0.0,0.0,1.0,2.0
3676,the awakening,0.0,0.0,0.0,0.0
3677,hostel,0.0,0.0,0.0,0.0
3678,a cock and bull story,0.0,0.0,0.0,0.0
3679,take shelter,0.0,0.0,0.0,0.0
3680,lady in white,0.0,0.0,0.0,0.0
3681,driving lessons,0.0,0.0,0.0,0.0
3682,lets kill wards wife,0.0,0.0,0.0,0.0
3683,the texas chainsaw massacre 2,0.0,0.0,0.0,0.0
3684,pat garrett  billy the kid,0.0,0.0,0.0,0.0
3685,only god forgives,0.0,0.0,0.0,0.0
3686,camping sauvage,0.0,0.0,0.0,0.0
3687,without men,0.0,0.0,0.0,0.0
3688,dear frankie,0.0,0.0,0.0,0.0
3689,all hat,0.0,0.0,0.0,0.0
3690,the names of love,0.0,0.0,0.0,0.0
3691,treading water,0.0,0.0,0.0,0.0
3692,savage grace,0.0,0.0,0.0,0.0
3693,out of the blue,0.0,0.0,0.0,0.0
3694,police academy,0.0,0.0,0.0,0.0
3695,the blue lagoon,0.0,1.0,0.0,1.0
3696,four weddings and a funeral,1.0,4.0,0.0,2.0
3697,fast times at ridgemont high,0.0,0.0,0.0,0.0
3698,moby dick,0.0,0.0,0.0,0.0
3699,25th hour,0.0,1.0,0.0,0.0
3700,bound,0.0,0.0,0.0,0.0
3701,requiem for a dream,0.0,1.0,0.0,1.0
3702,state fair,0.0,0.0,1.0,2.0
3703,tango,0.0,1.0,0.0,1.0
3704,salvador,0.0,0.0,0.0,2.0
3705,moms night out,0.0,0.0,0.0,0.0
3706,donnie darko,0.0,0.0,0.0,0.0
3707,saving private perez,0.0,0.0,0.0,0.0
3708,character,0.0,0.0,1.0,1.0
3709,spun,0.0,0.0,0.0,0.0
3710,life during wartime,0.0,0.0,0.0,0.0
3711,sympathy for lady vengeance,0.0,0.0,0.0,0.0
3712,mozarts sister,0.0,0.0,0.0,0.0
3713,mean machine,0.0,0.0,0.0,0.0
3714,exiled,0.0,0.0,0.0,0.0
3715,blackthorn,0.0,0.0,0.0,0.0
3716,lilya 4ever,0.0,0.0,0.0,0.0
3717,afterlife,0.0,0.0,0.0,0.0
3718,fugly,0.0,0.0,0.0,0.0
3719,one flew over the cuckoos nest,6.0,6.0,5.0,9.0
3720,rl stines monsterville the cabinet of souls,0.0,0.0,0.0,0.0
3721,silent movie,0.0,4.0,0.0,0.0
3722,airlift,0.0,0.0,0.0,0.0
3723,anne of green gables,0.0,0.0,0.0,0.0
3724,falcon rising,0.0,0.0,0.0,0.0
3725,the sweeney,0.0,0.0,0.0,0.0
3726,sexy beast,0.0,0.0,0.0,0.0
3727,easy money,0.0,0.0,0.0,0.0
3728,whale rider,0.0,0.0,0.0,1.0
3729,paa,0.0,0.0,0.0,0.0
3730,cargo,0.0,0.0,0.0,0.0
3731,high school musical,0.0,0.0,0.0,0.0
3732,love and death on long island,0.0,0.0,0.0,0.0
3733,night watch,0.0,0.0,0.0,0.0
3734,the crying game,0.0,1.0,1.0,6.0
3735,porkys,0.0,0.0,0.0,0.0
3736,survival of the dead,0.0,0.0,0.0,0.0
3737,night of the living dead,0.0,0.0,0.0,0.0
3738,lost in translation,3.0,5.0,1.0,4.0
3739,annie hall,1.0,5.0,4.0,5.0
3740,the greatest show on earth,3.0,3.0,2.0,5.0
3741,monsters ball,0.0,1.0,1.0,2.0
3742,maggie,0.0,0.0,0.0,0.0
3743,leaving las vegas,1.0,4.0,1.0,4.0
3744,hansel and gretel get baked,0.0,0.0,0.0,0.0
3745,the front page,0.0,3.0,0.0,0.0
3746,the boy next door,0.0,0.0,0.0,0.0
3747,trapeze,0.0,0.0,0.0,0.0
3748,the kids are all right,2.0,4.0,0.0,4.0
3749,they live,0.0,0.0,0.0,0.0
3750,the great escape,0.0,1.0,0.0,1.0
3751,what the  do we know,0.0,0.0,0.0,0.0
3752,the last exorcism part ii,0.0,0.0,0.0,0.0
3753,boyhood,3.0,5.0,1.0,6.0
3754,scoop,0.0,0.0,0.0,0.0
3755,the wash,0.0,0.0,0.0,0.0
3756,3 strikes,0.0,0.0,0.0,0.0
3757,the cooler,0.0,2.0,0.0,1.0
3758,the misfits,0.0,0.0,0.0,0.0
3759,the night listener,0.0,0.0,0.0,0.0
3760,the jerky boys,0.0,0.0,0.0,0.0
3761,the orphanage,0.0,0.0,0.0,0.0
3762,a haunted house 2,0.0,0.0,0.0,0.0
3763,the rules of attraction,0.0,0.0,0.0,0.0
3764,topaz,0.0,0.0,0.0,0.0
3765,lets go to prison,0.0,0.0,0.0,0.0
3766,four rooms,0.0,0.0,0.0,0.0
3767,secretary,0.0,1.0,0.0,0.0
3768,the real cancun,0.0,0.0,0.0,0.0
3769,talk radio,0.0,0.0,0.0,0.0
3770,waiting for guffman,0.0,0.0,0.0,0.0
3771,love stinks,0.0,0.0,0.0,0.0
3772,you kill me,0.0,0.0,0.0,0.0
3773,thumbsucker,0.0,0.0,0.0,0.0
3774,red state,0.0,0.0,0.0,0.0
3775,mirrormask,0.0,0.0,0.0,0.0
3776,samsara,0.0,0.0,0.0,0.0
3777,the barbarians,0.0,0.0,0.0,0.0
3778,the art of getting by,0.0,0.0,0.0,0.0
3779,zipper,0.0,0.0,0.0,0.0
3780,poolhall junkies,0.0,0.0,0.0,0.0
3781,the loss of sexual innocence,0.0,0.0,0.0,0.0
3782,holy motors,0.0,0.0,0.0,0.0
3783,joe,0.0,0.0,0.0,0.0
3784,shooting fish,0.0,0.0,0.0,0.0
3785,prison,0.0,0.0,0.0,0.0
3786,psycho beach party,0.0,0.0,0.0,0.0
3787,the big tease,0.0,0.0,0.0,0.0
3788,guten tag ramón,0.0,0.0,0.0,0.0
3789,trust,0.0,0.0,0.0,0.0
3790,an everlasting piece,0.0,0.0,0.0,0.0
3791,among giants,0.0,0.0,0.0,0.0
3792,adore,0.0,0.0,0.0,0.0
3793,the velocity of gary,0.0,0.0,0.0,0.0
3794,mondays in the sun,0.0,0.0,0.0,0.0
3795,stake land,0.0,0.0,0.0,0.0
3796,the last time i committed suicide,0.0,0.0,0.0,0.0
3797,futuro beach,0.0,0.0,0.0,0.0
3798,another happy day,0.0,0.0,0.0,0.0
3799,a lonely place to die,0.0,0.0,0.0,0.0
3800,nothing,0.0,0.0,0.0,0.0
3801,the geographer drank his globe away,0.0,0.0,0.0,0.0
3802,1776,0.0,1.0,0.0,1.0
3803,inescapable,0.0,0.0,0.0,0.0
3804,hells angels,0.0,0.0,0.0,1.0
3805,purple violets,0.0,0.0,0.0,0.0
3806,the veil,0.0,0.0,0.0,0.0
3807,the loved ones,0.0,0.0,0.0,0.0
3808,the helpers,0.0,0.0,0.0,0.0
3809,how to fall in love,0.0,0.0,0.0,0.0
3810,the perfect wave,0.0,0.0,0.0,0.0
3811,a man for all seasons,0.0,0.0,6.0,8.0
3812,network,4.0,5.0,4.0,10.0
3813,gone with the wind,0.0,0.0,8.0,13.0
3814,desert dancer,0.0,0.0,0.0,0.0
3815,major dundee,0.0,0.0,0.0,0.0
3816,annie get your gun,0.0,1.0,1.0,4.0
3817,four lions,0.0,0.0,0.0,0.0
3818,the house of sand,0.0,0.0,0.0,0.0
3819,defendor,0.0,0.0,0.0,0.0
3820,the pirate,0.0,0.0,0.0,1.0
3821,the good heart,0.0,0.0,0.0,0.0
3822,the history boys,0.0,0.0,0.0,0.0
3823,midnight cowboy,1.0,7.0,3.0,7.0
3824,the full monty,0.0,1.0,1.0,4.0
3825,airplane,0.0,1.0,0.0,0.0
3826,chain of command,0.0,0.0,0.0,0.0
3827,friday,0.0,0.0,0.0,0.0
3828,menace ii society,0.0,0.0,0.0,0.0
3829,creepshow 2,0.0,0.0,0.0,0.0
3830,the ballad of cable hogue,0.0,0.0,0.0,0.0
3831,in cold blood,0.0,1.0,0.0,4.0
3832,the nuns story,0.0,6.0,0.0,8.0
3833,harper,0.0,0.0,0.0,0.0
3834,frenzy,0.0,4.0,0.0,0.0
3835,the witch,0.0,0.0,0.0,0.0
3836,i got the hook up,0.0,0.0,0.0,0.0
3837,shes the one,0.0,0.0,0.0,0.0
3838,gods and monsters,1.0,3.0,1.0,3.0
3839,the secret in their eyes,0.0,0.0,1.0,1.0
3840,train,0.0,0.0,0.0,0.0
3841,evil dead ii,0.0,0.0,0.0,0.0
3842,pootie tang,0.0,0.0,0.0,0.0
3843,sharknado,0.0,0.0,0.0,0.0
3844,the other conquest,0.0,0.0,0.0,0.0
3845,troll hunter,0.0,0.0,0.0,0.0
3846,ira  abby,0.0,0.0,0.0,0.0
3847,winter passing,0.0,0.0,0.0,0.0
3848,debs,0.0,0.0,0.0,0.0
3849,the masked saint,0.0,0.0,0.0,0.0
3850,the betrayed,0.0,0.0,0.0,0.0
3851,taxman,0.0,0.0,0.0,0.0
3852,the secret,0.0,0.0,0.0,0.0
3853,213,0.0,0.0,0.0,0.0
3854,batman the dark knight returns part 2,0.0,0.0,0.0,0.0
3855,time to choose,0.0,0.0,0.0,0.0
3856,in the name of the king iii,0.0,0.0,0.0,0.0
3857,wicked blood,0.0,0.0,0.0,0.0
3858,stranded,0.0,0.0,0.0,0.0
3859,lords of london,0.0,0.0,0.0,0.0
3860,high anxiety,0.0,2.0,0.0,0.0
3861,march of the penguins,0.0,0.0,1.0,1.0
3862,margin call,0.0,0.0,0.0,1.0
3863,august,0.0,0.0,0.0,0.0
3864,choke,0.0,0.0,0.0,0.0
3865,whiplash,1.0,1.0,3.0,5.0
3866,city of god,0.0,1.0,0.0,0.0
3867,human traffic,0.0,0.0,0.0,0.0
3868,to write love on her arms,0.0,0.0,0.0,0.0
3869,the dead girl,0.0,0.0,0.0,0.0
3870,the hunt,0.0,0.0,0.0,0.0
3871,a christmas story,0.0,0.0,0.0,0.0
3872,bella,0.0,0.0,0.0,0.0
3873,class of 1984,0.0,0.0,0.0,0.0
3874,the opposite sex,0.0,0.0,0.0,0.0
3875,dreaming of joseph lees,0.0,0.0,0.0,0.0
3876,the class,0.0,0.0,0.0,1.0
3877,rosemarys baby,1.0,4.0,1.0,2.0
3878,the man who shot liberty valance,0.0,0.0,0.0,1.0
3879,adam,0.0,0.0,0.0,0.0
