,title,GoldenGlobes,Nominations_GoldenGlobes,Oscars,Nominations_Oscars
1122,along came polly,0.0,0.0,0.0,0.0
1123,boomerang,0.0,0.0,0.0,0.0
1124,the heat,0.0,0.0,0.0,0.0
1125,cleopatra,0.0,4.0,4.0,9.0
1126,here comes the boom,0.0,0.0,0.0,0.0
1127,high crimes,0.0,0.0,0.0,0.0
1128,the mirror has two faces,1.0,4.0,0.0,2.0
1129,the mothman prophecies,0.0,0.0,0.0,0.0
1130,brüno,0.0,0.0,0.0,0.0
1131,licence to kill,0.0,0.0,0.0,0.0
1132,red riding hood,0.0,0.0,0.0,0.0
1133,15 minutes,0.0,0.0,0.0,0.0
1134,super mario bros,0.0,0.0,0.0,0.0
1135,lord of war,0.0,0.0,0.0,0.0
1136,hero,0.0,1.0,0.0,1.0
1137,one for the money,0.0,0.0,0.0,0.0
1138,the interview,0.0,0.0,0.0,0.0
1139,the warriors way,0.0,0.0,0.0,0.0
1140,micmacs,0.0,0.0,0.0,0.0
1141,8 mile,0.0,1.0,1.0,1.0
1142,why i did not eat my father,0.0,0.0,0.0,0.0
1143,a knights tale,0.0,0.0,0.0,0.0
1144,the medallion,0.0,0.0,0.0,0.0
1145,the sixth sense,0.0,2.0,0.0,6.0
1146,man on a ledge,0.0,0.0,0.0,0.0
1147,the big year,0.0,0.0,0.0,0.0
1148,the karate kid,0.0,1.0,0.0,1.0
1149,american hustle,3.0,7.0,0.0,10.0
1150,the proposal,0.0,1.0,0.0,0.0
1151,double jeopardy,0.0,0.0,0.0,0.0
1152,back to the future part ii,0.0,0.0,0.0,1.0
1153,lucy,0.0,0.0,0.0,0.0
1154,fifty shades of grey,0.0,1.0,0.0,1.0
1155,spy kids 3d game over,0.0,0.0,0.0,0.0
1156,a time to kill,0.0,1.0,0.0,0.0
1157,cheaper by the dozen,0.0,0.0,0.0,0.0
1158,lone survivor,0.0,0.0,0.0,2.0
1159,a league of their own,0.0,2.0,0.0,0.0
1160,the conjuring 2,0.0,0.0,0.0,0.0
1161,the social network,4.0,6.0,3.0,8.0
1162,hes just not that into you,0.0,0.0,0.0,0.0
1163,scary movie 4,0.0,0.0,0.0,0.0
1164,scream 3,0.0,0.0,0.0,0.0
1165,back to the future part iii,0.0,0.0,0.0,0.0
1166,get hard,0.0,0.0,0.0,0.0
1167,dracula,0.0,0.0,0.0,0.0
1168,julie  julia,1.0,2.0,0.0,1.0
1169,42,0.0,0.0,0.0,0.0
1170,the talented mr ripley,0.0,5.0,0.0,5.0
1171,dumb and dumber to,0.0,0.0,0.0,0.0
1172,eight below,0.0,0.0,0.0,0.0
1173,the intern,0.0,0.0,0.0,0.0
1174,ride along 2,0.0,0.0,0.0,0.0
1175,the last of the mohicans,0.0,1.0,1.0,1.0
1176,ray,1.0,2.0,2.0,6.0
1177,sin city,0.0,0.0,0.0,0.0
1178,vantage point,0.0,0.0,0.0,0.0
1179,i love you man,0.0,0.0,0.0,0.0
1180,shallow hal,0.0,0.0,0.0,0.0
1181,jfk,1.0,4.0,2.0,8.0
1182,big mommas house 2,0.0,0.0,0.0,0.0
1183,the mexican,0.0,0.0,0.0,0.0
1184,17 again,0.0,0.0,0.0,0.0
1185,the other woman,0.0,0.0,0.0,0.0
1186,the final destination,0.0,0.0,0.0,0.0
1187,bridge of spies,0.0,1.0,1.0,6.0
1188,behind enemy lines,0.0,0.0,0.0,0.0
1189,get him to the greek,0.0,0.0,0.0,0.0
1190,shall we dance,0.0,0.0,0.0,0.0
1191,small soldiers,0.0,0.0,0.0,0.0
1192,spawn,0.0,0.0,0.0,0.0
1193,the count of monte cristo,0.0,0.0,0.0,0.0
1194,the lincoln lawyer,0.0,0.0,0.0,0.0
1195,unknown,0.0,0.0,0.0,0.0
1196,the prestige,0.0,0.0,0.0,2.0
1197,horrible bosses 2,0.0,0.0,0.0,0.0
1198,escape from planet earth,0.0,0.0,0.0,0.0
1199,apocalypto,0.0,1.0,0.0,3.0
1200,the living daylights,0.0,0.0,0.0,0.0
1201,predators,0.0,0.0,0.0,0.0
1202,legal eagles,0.0,0.0,0.0,0.0
1203,secret window,0.0,0.0,0.0,0.0
1204,the lake house,0.0,0.0,0.0,0.0
1205,the skeleton key,0.0,0.0,0.0,0.0
1206,the odd life of timothy green,0.0,0.0,0.0,0.0
1207,made of honor,0.0,0.0,0.0,0.0
1208,jersey boys,0.0,0.0,0.0,0.0
1209,the rainmaker,0.0,0.0,0.0,0.0
1210,gothika,0.0,0.0,0.0,0.0
1211,amistad,0.0,4.0,0.0,4.0
1212,medicine man,0.0,0.0,0.0,0.0
1213,aliens vs predator requiem,0.0,0.0,0.0,0.0
1214,ri¢hie ri¢h,0.0,0.0,0.0,0.0
1215,autumn in new york,0.0,0.0,0.0,0.0
1216,music and lyrics,0.0,0.0,0.0,0.0
1217,paul,0.0,0.0,0.0,0.0
1218,the guilt trip,0.0,0.0,0.0,0.0
1219,scream 4,0.0,0.0,0.0,0.0
1220,8mm,0.0,0.0,0.0,0.0
1221,the doors,0.0,0.0,0.0,0.0
1222,sex tape,0.0,0.0,0.0,0.0
1223,hanging up,0.0,0.0,0.0,0.0
1224,final destination 5,0.0,0.0,0.0,0.0
1225,mickey blue eyes,0.0,0.0,0.0,0.0
1226,pay it forward,0.0,0.0,0.0,0.0
1227,fever pitch,0.0,0.0,0.0,0.0
1228,drillbit taylor,0.0,0.0,0.0,0.0
1229,a million ways to die in the west,0.0,0.0,0.0,0.0
1230,the shadow,0.0,0.0,0.0,0.0
1231,extremely loud  incredibly close,0.0,0.0,0.0,2.0
1232,morning glory,0.0,0.0,0.0,0.0
1233,get rich or die tryin,0.0,0.0,0.0,0.0
1234,the art of war,0.0,0.0,0.0,0.0
1235,rent,0.0,0.0,0.0,0.0
1236,bless the child,0.0,0.0,0.0,0.0
1237,the outoftowners,0.0,0.0,0.0,0.0
1238,the island of dr moreau,0.0,0.0,0.0,0.0
1239,the musketeer,0.0,0.0,0.0,0.0
1240,the other boleyn girl,0.0,0.0,0.0,0.0
1241,sweet november,0.0,0.0,0.0,0.0
1242,the reaping,0.0,0.0,0.0,0.0
1243,mean streets,0.0,0.0,0.0,0.0
1244,renaissance man,0.0,0.0,0.0,0.0
1245,colombiana,0.0,0.0,0.0,0.0
1246,quest for camelot,0.0,0.0,0.0,1.0
1247,city by the sea,0.0,0.0,0.0,0.0
1248,at first sight,0.0,0.0,0.0,0.0
1249,torque,0.0,0.0,0.0,0.0
1250,city hall,0.0,0.0,0.0,0.0
1251,showgirls,0.0,0.0,0.0,0.0
1252,marie antoinette,0.0,0.0,1.0,1.0
1253,kiss of death,0.0,0.0,0.0,0.0
1254,get carter,0.0,0.0,0.0,0.0
1255,the impossible,0.0,1.0,0.0,1.0
1256,ishtar,0.0,0.0,0.0,0.0
1257,fantastic mr fox,0.0,1.0,0.0,2.0
1258,life or something like it,0.0,0.0,0.0,0.0
1259,memoirs of an invisible man,0.0,0.0,0.0,0.0
1260,amélie,0.0,1.0,0.0,5.0
1261,new york minute,0.0,0.0,0.0,0.0
1262,alfie,1.0,1.0,0.0,0.0
1263,big miracle,0.0,0.0,0.0,0.0
1264,the deep end of the ocean,0.0,0.0,0.0,0.0
1265,feardotcom,0.0,0.0,0.0,0.0
1266,cirque du freak the vampires assistant,0.0,0.0,0.0,0.0
1267,duplex,0.0,0.0,0.0,0.0
1268,soul men,0.0,0.0,0.0,0.0
1269,raise the titanic,0.0,0.0,0.0,0.0
1270,universal soldier the return,0.0,0.0,0.0,0.0
1271,pandorum,0.0,0.0,0.0,0.0
1272,impostor,0.0,0.0,0.0,0.0
1273,extreme ops,0.0,0.0,0.0,0.0
1274,just visiting,0.0,0.0,0.0,0.0
1275,sunshine,0.0,0.0,0.0,0.0
1276,a thousand words,0.0,0.0,0.0,0.0
1277,delgo,0.0,0.0,0.0,0.0
1278,the gunman,0.0,0.0,0.0,0.0
1279,stormbreaker,0.0,0.0,0.0,0.0
1280,disturbia,0.0,0.0,0.0,0.0
1281,hackers,0.0,0.0,0.0,0.0
1282,the hunting party,0.0,0.0,0.0,0.0
1283,the hudsucker proxy,0.0,0.0,0.0,0.0
1284,the warlords,0.0,0.0,0.0,0.0
1285,nomad the warrior,0.0,0.0,0.0,0.0
1286,snowpiercer,0.0,0.0,0.0,0.0
1287,a monster in paris,0.0,0.0,0.0,0.0
1288,the last shot,0.0,0.0,0.0,0.0
1289,the crow,0.0,0.0,0.0,0.0
1290,baahubali the beginning,0.0,0.0,0.0,0.0
1291,the time travelers wife,0.0,0.0,0.0,0.0
1292,because i said so,0.0,0.0,0.0,0.0
1293,frankenweenie,0.0,1.0,0.0,1.0
1294,serenity,0.0,0.0,0.0,0.0
1295,against the ropes,0.0,0.0,0.0,0.0
1296,superman iii,0.0,0.0,0.0,0.0
1297,grudge match,0.0,0.0,0.0,0.0
1298,red cliff,0.0,0.0,0.0,0.0
1299,sweet home alabama,0.0,0.0,0.0,0.0
1300,the ugly truth,0.0,0.0,0.0,0.0
1301,sgt bilko,0.0,0.0,0.0,0.0
1302,spy kids 2 the island of lost dreams,0.0,0.0,0.0,0.0
1303,star trek generations,0.0,0.0,0.0,0.0
1304,the grandmaster,0.0,0.0,0.0,2.0
1305,water for elephants,0.0,0.0,0.0,0.0
1306,dragon nest warriors dawn,0.0,0.0,0.0,0.0
1307,the hurricane,1.0,3.0,0.0,1.0
1308,enough,0.0,0.0,0.0,0.0
1309,heartbreakers,0.0,0.0,0.0,0.0
1310,paul blart mall cop 2,0.0,0.0,0.0,0.0
1311,angel eyes,0.0,0.0,0.0,0.0
1312,joe somebody,0.0,0.0,0.0,0.0
1313,the ninth gate,0.0,0.0,0.0,0.0
1314,extreme measures,0.0,0.0,0.0,0.0
1315,rock star,0.0,0.0,0.0,0.0
1316,precious,0.0,0.0,0.0,0.0
1317,white squall,0.0,0.0,0.0,0.0
1318,the thing,0.0,0.0,0.0,0.0
1319,riddick,0.0,0.0,0.0,0.0
1320,switchback,0.0,0.0,0.0,0.0
1321,texas rangers,0.0,0.0,0.0,0.0
1322,city of ember,0.0,0.0,0.0,0.0
1323,the master,0.0,3.0,0.0,3.0
1324,virgin territory,0.0,0.0,0.0,0.0
1325,the express,0.0,0.0,0.0,0.0
1326,the 5th wave,0.0,0.0,0.0,0.0
1327,creed,1.0,1.0,0.0,1.0
1328,the town,0.0,1.0,0.0,1.0
1329,what to expect when youre expecting,0.0,0.0,0.0,0.0
1330,burn after reading,0.0,2.0,0.0,0.0
1331,nims island,0.0,0.0,0.0,0.0
1332,rush,0.0,2.0,0.0,0.0
1333,magnolia,1.0,2.0,0.0,3.0
1334,cop out,0.0,0.0,0.0,0.0
1335,how to be single,0.0,0.0,0.0,0.0
1336,dolphin tale,0.0,0.0,0.0,0.0
1337,twilight,0.0,0.0,0.0,0.0
1338,john q,0.0,0.0,0.0,0.0
1339,blue streak,0.0,0.0,0.0,0.0
1340,were the millers,0.0,0.0,0.0,0.0
1341,the inhabited island,0.0,0.0,0.0,0.0
1342,breakdown,0.0,0.0,0.0,0.0
1343,never say never again,0.0,1.0,0.0,0.0
1344,hot tub time machine,0.0,0.0,0.0,0.0
1345,dolphin tale 2,0.0,0.0,0.0,0.0
1346,reindeer games,0.0,0.0,0.0,0.0
1347,a man apart,0.0,0.0,0.0,0.0
1348,aloha,0.0,0.0,0.0,0.0
1349,ghosts of mississippi,0.0,1.0,0.0,2.0
1350,snow falling on cedars,0.0,0.0,0.0,1.0
1351,the rite,0.0,0.0,0.0,0.0
1352,gattaca,0.0,1.0,0.0,1.0
1353,isnt she great,0.0,0.0,0.0,0.0
1354,space chimps,0.0,0.0,0.0,0.0
1355,head of state,0.0,0.0,0.0,0.0
1356,the hangover,1.0,1.0,0.0,0.0
1357,ip man 3,0.0,0.0,0.0,0.0
1358,austin powers the spy who shagged me,0.0,1.0,0.0,1.0
1359,batman,0.0,1.0,1.0,1.0
1360,there be dragons,0.0,0.0,0.0,0.0
1361,lethal weapon 3,0.0,0.0,0.0,0.0
1362,the blind side,1.0,1.0,1.0,2.0
1363,spy kids,0.0,0.0,0.0,0.0
1364,horrible bosses,0.0,0.0,0.0,0.0
1365,true grit,0.0,0.0,0.0,10.0
1366,the devil wears prada,1.0,3.0,0.0,2.0
1367,star trek the motion picture,0.0,1.0,0.0,0.0
1368,identity thief,0.0,0.0,0.0,0.0
1369,cape fear,0.0,2.0,0.0,2.0
1370,21,0.0,0.0,0.0,0.0
1371,trainwreck,0.0,2.0,0.0,0.0
1372,guess who,0.0,0.0,0.0,0.0
1373,the english patient,2.0,7.0,9.0,12.0
1374,la confidential,1.0,5.0,2.0,9.0
1375,sky high,0.0,0.0,0.0,0.0
1376,in  out,0.0,2.0,0.0,1.0
1377,species,0.0,0.0,0.0,0.0
1378,a nightmare on elm street,0.0,0.0,0.0,0.0
1379,the cell,0.0,0.0,0.0,1.0
1380,the man in the iron mask,0.0,0.0,0.0,0.0
1381,secretariat,0.0,0.0,0.0,0.0
1382,tmnt,0.0,0.0,0.0,0.0
1383,radio,0.0,0.0,0.0,0.0
1384,friends with benefits,0.0,0.0,0.0,0.0
1385,neighbors 2 sorority rising,0.0,0.0,0.0,0.0
1386,saving mr banks,0.0,1.0,0.0,1.0
1387,malcolm x,0.0,1.0,0.0,2.0
1388,this is 40,0.0,0.0,0.0,0.0
1389,old dogs,0.0,0.0,0.0,0.0
1390,underworld rise of the lycans,0.0,0.0,0.0,0.0
1391,license to wed,0.0,0.0,0.0,0.0
1392,the benchwarmers,0.0,0.0,0.0,0.0
1393,must love dogs,0.0,0.0,0.0,0.0
1394,donnie brasco,0.0,0.0,0.0,1.0
1395,resident evil,0.0,0.0,0.0,0.0
1396,poltergeist,0.0,0.0,0.0,3.0
1397,the ladykillers,0.0,0.0,0.0,0.0
1398,max payne,0.0,0.0,0.0,0.0
1399,in time,0.0,0.0,0.0,0.0
1400,the backup plan,0.0,0.0,0.0,0.0
1401,something borrowed,0.0,0.0,0.0,0.0
1402,black knight,0.0,0.0,0.0,0.0
1403,the bad news bears,0.0,0.0,0.0,0.0
1404,street fighter,0.0,0.0,0.0,0.0
1405,the pianist,0.0,2.0,3.0,7.0
1406,the nativity story,0.0,0.0,0.0,0.0
1407,house of wax,0.0,0.0,0.0,0.0
1408,closer,2.0,5.0,0.0,2.0
1409,j edgar,0.0,1.0,0.0,0.0
1410,mirrors,0.0,0.0,0.0,0.0
1411,queen of the damned,0.0,0.0,0.0,0.0
1412,predator 2,0.0,0.0,0.0,0.0
1413,untraceable,0.0,0.0,0.0,0.0
1414,blast from the past,0.0,0.0,0.0,0.0
1415,flash gordon,0.0,0.0,0.0,0.0
1416,jersey girl,0.0,0.0,0.0,0.0
1417,alex cross,0.0,0.0,0.0,0.0
1418,midnight in the garden of good and evil,0.0,0.0,0.0,0.0
1419,heist,0.0,0.0,0.0,0.0
1420,nanny mcphee and the big bang,0.0,0.0,0.0,0.0
1421,hoffa,0.0,1.0,0.0,2.0
1422,the x files i want to believe,0.0,0.0,0.0,0.0
1423,ella enchanted,0.0,0.0,0.0,0.0
1424,concussion,0.0,1.0,0.0,0.0
1425,abduction,0.0,0.0,0.0,0.0
1426,valiant,0.0,0.0,0.0,0.0
1427,wonder boys,1.0,4.0,1.0,3.0
1428,superhero movie,0.0,0.0,0.0,0.0
1429,broken city,0.0,0.0,0.0,0.0
1430,cursed,0.0,0.0,0.0,0.0
1431,premium rush,0.0,0.0,0.0,0.0
1432,hot pursuit,0.0,0.0,0.0,0.0
1433,the four feathers,0.0,0.0,0.0,0.0
1434,parker,0.0,0.0,0.0,0.0
1435,wimbledon,0.0,0.0,0.0,0.0
1436,furry vengeance,0.0,0.0,0.0,0.0
1437,bait,0.0,0.0,0.0,0.0
1438,krull,0.0,0.0,0.0,0.0
1439,lions for lambs,0.0,0.0,0.0,0.0
1440,flight of the intruder,0.0,0.0,0.0,0.0
1441,walk hard the dewey cox story,0.0,2.0,0.0,0.0
1442,the shipping news,0.0,2.0,0.0,0.0
1443,american outlaws,0.0,0.0,0.0,0.0
1444,the young victoria,0.0,1.0,1.0,3.0
1445,whiteout,0.0,0.0,0.0,0.0
1446,the tree of life,0.0,0.0,0.0,3.0
1447,knock off,0.0,0.0,0.0,0.0
1448,sabotage,0.0,0.0,0.0,0.0
1449,the order,0.0,0.0,0.0,0.0
1450,punisher war zone,0.0,0.0,0.0,0.0
1451,zoom,0.0,0.0,0.0,0.0
1452,the walk,0.0,0.0,0.0,0.0
1453,warriors of virtue,0.0,0.0,0.0,0.0
1454,a good year,0.0,0.0,0.0,0.0
1455,radio flyer,0.0,0.0,0.0,0.0
1456,bound by honor,0.0,0.0,0.0,0.0
1457,smillas sense of snow,0.0,0.0,0.0,0.0
1458,femme fatale,0.0,0.0,0.0,0.0
1459,lion of the desert,0.0,0.0,0.0,0.0
1460,the horseman on the roof,0.0,0.0,0.0,0.0
1461,ride with the devil,0.0,0.0,0.0,0.0
1462,biutiful,0.0,1.0,0.0,2.0
1463,bandidas,0.0,0.0,0.0,0.0
1464,black water transit,0.0,0.0,0.0,0.0
1465,the maze runner,0.0,0.0,0.0,0.0
1466,unfinished business,0.0,0.0,0.0,0.0
1467,the age of innocence,1.0,4.0,1.0,5.0
1468,the fountain,0.0,1.0,0.0,0.0
1469,chill factor,0.0,0.0,0.0,0.0
1470,stolen,0.0,0.0,0.0,0.0
1471,ponyo,0.0,0.0,0.0,0.0
1472,the longest ride,0.0,0.0,0.0,0.0
1473,the astronauts wife,0.0,0.0,0.0,0.0
1474,i dreamed of africa,0.0,0.0,0.0,0.0
1475,playing for keeps,0.0,0.0,0.0,0.0
1476,mandela long walk to freedom,1.0,3.0,0.0,1.0
1477,reds,1.0,7.0,3.0,12.0
1478,a few good men,0.0,5.0,0.0,4.0
1479,exit wounds,0.0,0.0,0.0,0.0
1480,big mommas house,0.0,0.0,0.0,0.0
1481,thunder and the house of magic,0.0,0.0,0.0,0.0
1482,the darkest hour,0.0,0.0,0.0,0.0
1483,step up revolution,0.0,0.0,0.0,0.0
1484,snakes on a plane,0.0,0.0,0.0,0.0
1485,the watcher,0.0,0.0,0.0,0.0
1486,the punisher,0.0,0.0,0.0,0.0
1487,goal the dream begins,0.0,0.0,0.0,0.0
1488,safe,0.0,0.0,0.0,0.0
1489,pushing tin,0.0,0.0,0.0,0.0
1490,return of the jedi,0.0,0.0,0.0,4.0
1491,doomsday,0.0,0.0,0.0,0.0
1492,the reader,1.0,4.0,1.0,5.0
1493,wanderlust,0.0,0.0,0.0,0.0
1494,elf,0.0,0.0,0.0,0.0
1495,phenomenon,0.0,0.0,0.0,0.0
1496,snow dogs,0.0,0.0,0.0,0.0
1497,scrooged,0.0,0.0,0.0,1.0
1498,nacho libre,0.0,0.0,0.0,0.0
1499,bridesmaids,0.0,2.0,0.0,2.0
1500,this is the end,0.0,0.0,0.0,0.0
1501,stigmata,0.0,0.0,0.0,0.0
1502,men of honor,0.0,0.0,0.0,0.0
1503,takers,0.0,0.0,0.0,0.0
1504,the big wedding,0.0,0.0,0.0,0.0
1505,big mommas like father like son,0.0,0.0,0.0,0.0
1506,source code,0.0,0.0,0.0,0.0
1507,alive,0.0,0.0,0.0,0.0
1508,the number 23,0.0,0.0,0.0,0.0
1509,the young and prodigious ts spivet,0.0,0.0,0.0,0.0
1510,1941,0.0,0.0,0.0,3.0
1511,dreamer inspired by a true story,0.0,0.0,0.0,0.0
1512,a history of violence,0.0,2.0,0.0,2.0
1513,transporter 2,0.0,0.0,0.0,0.0
1514,the quick and the dead,0.0,0.0,0.0,0.0
1515,laws of attraction,0.0,0.0,0.0,0.0
1516,bringing out the dead,0.0,0.0,0.0,0.0
1517,repo men,0.0,0.0,0.0,0.0
1518,dragon wars dwar,0.0,0.0,0.0,0.0
1519,bogus,0.0,0.0,0.0,0.0
1520,the incredible burt wonderstone,0.0,0.0,0.0,0.0
1521,cats dont dance,0.0,0.0,0.0,0.0
1522,cradle will rock,0.0,0.0,0.0,0.0
1523,the good german,0.0,0.0,0.0,1.0
1524,george and the dragon,0.0,0.0,0.0,0.0
1525,apocalypse now,2.0,4.0,2.0,8.0
1526,going the distance,0.0,0.0,0.0,0.0
1527,mr hollands opus,0.0,2.0,0.0,1.0
1528,criminal,0.0,0.0,0.0,0.0
1529,out of africa,3.0,6.0,7.0,11.0
1530,flight,0.0,1.0,0.0,2.0
1531,moonraker,0.0,0.0,0.0,1.0
1532,the grand budapest hotel,1.0,4.0,4.0,9.0
1533,hearts in atlantis,0.0,0.0,0.0,0.0
1534,arachnophobia,0.0,0.0,0.0,0.0
1535,frequency,0.0,1.0,0.0,0.0
1536,vacation,0.0,0.0,0.0,0.0
1537,get shorty,1.0,3.0,0.0,0.0
1538,chicago,3.0,8.0,6.0,13.0
1539,big daddy,0.0,0.0,0.0,0.0
1540,american pie 2,0.0,0.0,0.0,0.0
1541,toy story,0.0,2.0,0.0,3.0
1542,speed,0.0,0.0,2.0,3.0
1543,the vow,0.0,0.0,0.0,0.0
1544,extraordinary measures,0.0,0.0,0.0,0.0
1545,remember the titans,0.0,0.0,0.0,0.0
1546,the hunt for red october,0.0,0.0,1.0,3.0
1547,the butler,0.0,0.0,0.0,0.0
1548,dodgeball a true underdog story,0.0,0.0,0.0,0.0
1549,the addams family,0.0,1.0,0.0,1.0
1550,ace ventura when nature calls,0.0,0.0,0.0,0.0
1551,the princess diaries,0.0,0.0,0.0,0.0
1552,the first wives club,0.0,0.0,0.0,1.0
1553,se7en,0.0,0.0,0.0,0.0
1554,district 9,0.0,1.0,0.0,4.0
1555,the spongebob squarepants movie,0.0,0.0,0.0,0.0
1556,mystic river,2.0,5.0,2.0,6.0
1557,million dollar baby,2.0,5.0,4.0,7.0
1558,analyze this,0.0,2.0,0.0,0.0
1559,the notebook,0.0,0.0,0.0,0.0
1560,27 dresses,0.0,0.0,0.0,0.0
1561,hannah montana the movie,0.0,0.0,0.0,0.0
1562,rugrats in paris the movie,0.0,0.0,0.0,0.0
1563,the prince of tides,1.0,3.0,0.0,7.0
1564,legends of the fall,0.0,4.0,1.0,3.0
1565,up in the air,1.0,6.0,0.0,6.0
1566,about schmidt,2.0,5.0,0.0,2.0
1567,warm bodies,0.0,0.0,0.0,0.0
1568,looper,0.0,0.0,0.0,0.0
1569,down to earth,0.0,0.0,0.0,0.0
1570,babe,0.0,0.0,1.0,7.0
1571,hope springs,0.0,1.0,0.0,0.0
1572,forgetting sarah marshall,0.0,0.0,0.0,0.0
1573,four brothers,0.0,0.0,0.0,0.0
1574,baby mama,0.0,0.0,0.0,0.0
1575,hope floats,0.0,0.0,0.0,0.0
1576,bride wars,0.0,0.0,0.0,0.0
1577,without a paddle,0.0,0.0,0.0,0.0
1578,13 going on 30,0.0,0.0,0.0,0.0
1579,midnight in paris,1.0,4.0,1.0,4.0
1580,the nut job,0.0,0.0,0.0,0.0
1581,blow,0.0,0.0,0.0,0.0
1582,message in a bottle,0.0,0.0,0.0,0.0
1583,star trek v the final frontier,0.0,0.0,0.0,0.0
1584,like mike,0.0,0.0,0.0,0.0
1585,the naked gun 33⅓ the final insult,0.0,0.0,0.0,0.0
1586,a view to a kill,0.0,1.0,0.0,0.0
1587,the curse of the wererabbit,0.0,0.0,0.0,0.0
1588,ps i love you,0.0,0.0,0.0,0.0
1589,racing stripes,0.0,0.0,0.0,0.0
1590,atonement,2.0,7.0,1.0,7.0
1591,letters to juliet,0.0,0.0,0.0,0.0
1592,black rain,0.0,0.0,0.0,2.0
1593,the three stooges,0.0,0.0,0.0,0.0
1594,corpse bride,0.0,0.0,0.0,0.0
1595,glory road,0.0,0.0,0.0,0.0
1596,sicario,0.0,0.0,0.0,3.0
1597,southpaw,0.0,0.0,0.0,0.0
1598,drag me to hell,0.0,0.0,0.0,0.0
1599,the age of adaline,0.0,0.0,0.0,0.0
1600,secondhand lions,0.0,0.0,0.0,0.0
1601,step up 3d,0.0,0.0,0.0,0.0
1602,blue crush,0.0,0.0,0.0,0.0
1603,stranger than fiction,0.0,1.0,0.0,0.0
1604,30 days of night,0.0,0.0,0.0,0.0
1605,the cabin in the woods,0.0,0.0,0.0,0.0
1606,meet the spartans,0.0,0.0,0.0,0.0
1607,midnight run,0.0,2.0,0.0,0.0
1608,the running man,0.0,0.0,0.0,0.0
1609,little shop of horrors,0.0,2.0,0.0,2.0
1610,hanna,0.0,0.0,0.0,0.0
1611,mortal kombat annihilation,0.0,0.0,0.0,0.0
1612,larry crowne,0.0,0.0,0.0,0.0
1613,carrie,0.0,0.0,0.0,0.0
1614,take the lead,0.0,0.0,0.0,0.0
1615,gridiron gang,0.0,0.0,0.0,0.0
1616,whats the worst that could happen,0.0,0.0,0.0,0.0
1617,9,0.0,0.0,0.0,0.0
1618,side effects,0.0,0.0,0.0,0.0
1619,the prince  me,0.0,0.0,0.0,0.0
1620,winnie the pooh,0.0,0.0,0.0,0.0
1621,dumb and dumberer when harry met lloyd,0.0,0.0,0.0,0.0
1622,bulworth,0.0,3.0,0.0,1.0
1623,get on up,0.0,0.0,0.0,0.0
1624,one true thing,0.0,1.0,0.0,1.0
1625,virtuosity,0.0,0.0,0.0,0.0
1626,my super exgirlfriend,0.0,0.0,0.0,0.0
1627,deliver us from evil,0.0,0.0,0.0,0.0
1628,sanctum,0.0,0.0,0.0,0.0
1629,little black book,0.0,0.0,0.0,0.0
1630,the fiveyear engagement,0.0,0.0,0.0,0.0
1631,mr 3000,0.0,0.0,0.0,0.0
1632,the next three days,0.0,0.0,0.0,0.0
1633,ultraviolet,0.0,0.0,0.0,0.0
1634,assault on precinct 13,0.0,0.0,0.0,0.0
1635,the replacement killers,0.0,0.0,0.0,0.0
1636,fled,0.0,0.0,0.0,0.0
1637,eight legged freaks,0.0,0.0,0.0,0.0
1638,love  other drugs,0.0,2.0,0.0,0.0
1639,88 minutes,0.0,0.0,0.0,0.0
1640,north country,0.0,2.0,0.0,2.0
1641,the whole ten yards,0.0,0.0,0.0,0.0
1642,splice,0.0,0.0,0.0,0.0
1643,howard the duck,0.0,0.0,0.0,0.0
1644,pride and glory,0.0,0.0,0.0,0.0
1645,the cave,0.0,0.0,0.0,0.0
1646,alex  emma,0.0,0.0,0.0,0.0
1647,wicker park,0.0,0.0,0.0,0.0
1648,fright night,0.0,0.0,0.0,0.0
1649,the new world,0.0,0.0,0.0,1.0
1650,wing commander,0.0,0.0,0.0,0.0
1651,in dreams,0.0,0.0,0.0,0.0
1652,dragonball evolution,0.0,0.0,0.0,0.0
1653,the last stand,0.0,0.0,0.0,0.0
1654,godsend,0.0,0.0,0.0,0.0
1655,chasing liberty,0.0,0.0,0.0,0.0
1656,hoodwinked too hood vs evil,0.0,0.0,0.0,0.0
1657,an unfinished life,0.0,0.0,0.0,0.0
1658,the imaginarium of doctor parnassus,0.0,0.0,0.0,2.0
1659,barneys version,1.0,1.0,0.0,1.0
1660,runner runner,0.0,0.0,0.0,0.0
1661,antitrust,0.0,0.0,0.0,0.0
1662,glory,1.0,5.0,3.0,5.0
1663,once upon a time in america,0.0,2.0,0.0,0.0
1664,dead man down,0.0,0.0,0.0,0.0
1665,the merchant of venice,0.0,0.0,0.0,0.0
1666,the good thief,0.0,0.0,0.0,0.0
1667,supercross,0.0,0.0,0.0,0.0
1668,miss potter,0.0,1.0,0.0,0.0
1669,the promise,0.0,0.0,0.0,0.0
1670,doa dead or alive,0.0,0.0,0.0,0.0
1671,the assassination of jesse james by the coward robert ford,0.0,1.0,0.0,2.0
1672,1911,0.0,0.0,0.0,0.0
1673,little nicholas,0.0,0.0,0.0,0.0
1674,wild card,0.0,0.0,0.0,0.0
1675,machine gun preacher,0.0,1.0,0.0,0.0
1676,animals united,0.0,0.0,0.0,0.0
1677,goodbye bafana,0.0,0.0,0.0,0.0
